0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,210,216,216,216,212,0,0,0,0,0,0,220,216,216,216,211,0,0
0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0
0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0
0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0
0,0,217,0,0,0,0,0,252,240,240,260,0,0,0,0,0,217,0,0
0,0,0,0,0,0,0,0,249,0,0,251,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,256,256,256,256,0,0,0,0,0,0,0,0
0,0,208,0,0,0,0,0,258,258,258,258,0,0,0,0,0,208,0,0
0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0
0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0
0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0
0,0,218,216,216,216,212,0,0,0,0,0,0,220,216,216,216,219,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
