0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208
210,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,211,0,0,208
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,208
208,0,0,210,216,216,216,216,216,216,216,216,216,211,0,0,208,0,0,208
208,0,0,208,0,0,0,0,0,0,0,0,0,208,0,0,208,0,0,208
208,0,0,208,0,0,0,0,0,0,0,0,0,208,0,0,208,0,0,208
208,0,0,208,0,0,0,0,0,0,0,0,0,217,0,0,208,0,0,208
208,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,208
208,0,0,208,0,0,0,0,0,0,0,0,0,208,0,0,208,0,0,208
208,0,0,208,0,0,0,0,0,0,0,0,0,208,0,0,208,0,0,208
208,0,0,208,0,0,0,0,0,0,0,0,0,208,0,0,208,0,0,208
208,0,0,218,216,216,216,216,216,216,216,216,216,213,216,216,219,0,0,208
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208
218,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,219
