457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248
248,248,248,252,240,240,260,248,248,248,248,248,248,252,240,240,260,248,248,248
248,248,248,249,248,248,251,248,248,248,248,248,248,249,248,248,251,248,248,248
248,248,248,256,256,256,256,248,248,248,248,248,248,256,256,256,256,248,248,248
248,248,248,258,258,258,258,248,248,248,248,248,248,258,258,258,258,248,248,248
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248
248,248,248,252,240,240,260,248,248,248,248,248,248,252,240,240,260,248,248,248
248,248,248,249,248,248,251,248,248,248,248,248,248,249,248,248,251,248,248,248
248,248,248,256,256,256,256,248,248,248,248,248,248,256,256,256,256,248,248,248
248,248,248,258,258,258,258,248,248,248,248,248,248,258,258,258,258,248,248,248
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248
