242,248,248,248,248,248,248,248,248,248,248,248,248,248,246,248,248,248,248,243
240,88,88,88,88,0,0,0,0,0,0,0,0,985,240,0,0,0,0,240
240,88,88,88,88,0,0,990,0,0,0,0,0,985,240,94,0,0,92,240
240,88,88,88,88,0,0,0,0,0,0,0,0,985,240,0,95,95,0,240
240,88,88,88,88,0,0,0,0,0,0,0,0,0,240,0,95,95,0,240
240,0,0,0,0,0,0,0,0,0,0,0,0,0,240,94,0,0,92,240
240,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,240
240,0,86,87,0,0,0,0,0,0,0,0,0,0,250,248,244,0,252,254
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
240,80,80,80,80,80,0,307,0,0,0,0,0,0,0,0,0,0,0,240
240,208,209,209,209,210,0,0,0,0,0,85,0,0,0,0,0,0,0,240
240,216,217,217,217,218,0,0,0,0,0,0,0,0,85,0,994,994,994,240
240,224,225,225,225,226,0,0,0,0,0,0,85,0,0,0,994,994,994,240
250,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,251
